0.000000,24.999546
0.070000,25.862669
0.140000,25.548449
0.210000,25.961464
0.280000,26.091778
0.350000,27.094513
0.420000,26.280569
0.490000,27.276142
0.560000,27.016180
0.630000,27.569979
0.700000,28.224215
0.770000,27.690699
0.840000,29.009272
0.910000,28.336376
0.980000,28.581524
1.050000,29.299475
1.120000,29.631685
1.190000,29.843250
1.260000,29.683729
1.330000,30.066019
1.400000,30.170084
1.470000,30.958113
1.540000,30.617107
1.610000,30.550327
1.680000,31.175543
1.750000,31.951609
1.820000,32.260174
1.890000,32.106377
1.960000,32.531616
2.030000,31.658308
2.100000,32.423149
2.170000,32.693268
2.240000,33.192501
2.310000,32.707958
2.380000,33.781002
2.450000,33.094662
2.520000,33.626503
2.590000,33.793652
2.660000,33.447517
2.730000,34.445183
2.800000,33.857868
2.870000,33.806320
2.940000,34.177341
3.010000,34.372948
3.080000,34.824451
3.150000,35.087688
3.220000,35.019409
3.290000,35.045280
3.360000,35.066730
3.430000,35.418510
3.500000,35.112999
3.570000,35.993484
3.640000,35.361027
3.710000,36.178772
3.780000,35.086933
3.850000,35.812527
3.920000,35.585274
3.990000,35.348106
4.060000,36.135189
4.130000,35.715351
4.200000,36.626694
4.270000,35.655243
4.340000,35.964668
4.410000,36.069073
4.480000,36.858227
4.550000,36.406044
4.620000,36.712246
4.690000,36.213730
4.760000,36.973820
4.830000,36.762299
4.900000,36.511848
4.970000,37.162258
5.040000,36.944107
5.110000,36.453304
5.180000,36.273701
5.250000,36.435024
5.320000,36.365345
5.390000,36.825413
5.460000,36.877903
5.530000,36.671539
5.600000,36.979626
5.670000,36.411266
5.740000,36.924973
5.810000,36.926941
5.880000,36.056973
5.950000,36.980293
6.020000,36.284931
6.090000,36.359509
6.160000,35.736008
6.230000,36.750076
6.300000,36.652805
6.370000,36.437695
6.440000,35.914577
6.510000,36.208633
6.580000,36.226406
6.650000,35.698524
6.720000,35.263321
6.790000,35.629368
6.860000,35.208187
6.930000,35.933109
